モード,条件,順番,名前,Lv,HP,攻撃,防御,速度,固有ID,勝率検証
4対4,60,4,⚔️ 氷鎖の妨害役,1151,292600,91565,116988,15314,,未実戦検証
4対4,61,1,⚔️ 霜極の双牙将〈4VS4 第61試練〉,1152,1694709,80087,20903,6761,floor-boss-670,未実戦検証
4対4,61,2,⚔️ 霜極の護衛役,1150,119443,9984,7908,454,,未実戦検証
4対4,61,3,⚔️ 霜極の祈祷役,1149,146392,13496,12484,2037,,未実戦検証
4対4,61,4,⚔️ 霜極の妨害役,1148,313830,115776,124097,16145,,未実戦検証
4対4,62,1,⚔️ 晶鐘の葬鐘守〈4VS4 第62試練〉,1155,706805,13296,8968,2395,floor-boss-680,未実戦検証
4対4,62,2,晶鐘の護衛役,1153,102859,6238,6425,446,,未実戦検証
4対4,62,3,⚔️ 晶鐘の祈祷役,1152,152901,14063,13234,2186,,未実戦検証
4対4,62,4,⚔️ 晶鐘の妨害役,1151,309450,96913,123112,19214,,未実戦検証
4対4,63,1,⚔️ 極冠の冠位竜〈4VS4 第63試練〉,1158,2001097,43629,39597,2046,floor-boss-690,未実戦検証
4対4,63,2,⚔️ 極冠の護衛役,1156,121093,7432,7620,589,,未実戦検証
4対4,63,3,極冠の祈祷役,1155,129979,10036,10984,1877,,未実戦検証
4対4,63,4,⚔️ 極冠の妨害役,1154,378631,98992,148982,16301,,未実戦検証
4対4,64,1,⚔️ 胞刃の剣王〈4VS4 第64試練〉,1161,587903,26946,10296,7283,floor-boss-710,未実戦検証
4対4,64,2,⚔️ 胞刃の護衛役,1159,170339,15031,10849,3423,,未実戦検証
4対4,64,3,⚔️ 胞刃の祈祷役,1158,232619,23708,23920,5572,,未実戦検証
4対4,64,4,⚔️ 胞刃の妨害役,1157,327003,45838,30390,5872,,未実戦検証
4対4,65,1,⚔️ 糸幻の鏡術師〈4VS4 第65試練〉,1164,1317571,11047,17201,2337,floor-boss-720,未実戦検証
4対4,65,2,⚔️ 糸幻の護衛役,1162,228877,8792,18812,1655,,未実戦検証
4対4,65,3,⚔️ 糸幻の祈祷役,1161,181860,12274,15365,2080,,未実戦検証
4対4,65,4,⚔️ 糸幻の妨害役,1160,104059,6904,8589,1693,,未実戦検証
4対4,66,1,⚔️ 殖殿の城塞公〈4VS4 第66試練〉,1167,1433446,24529,25631,2548,floor-boss-730,未実戦検証
4対4,66,2,殖殿の護衛役,1165,298626,26420,27788,2697,,未実戦検証
4対4,66,3,⚔️ 殖殿の祈祷役,1164,81522,17046,9584,5040,,未実戦検証
4対4,66,4,殖殿の妨害役,1163,274052,87312,109731,16166,,未実戦検証
4対4,67,1,⚔️ 瘴翔の疾風侯〈4VS4 第67試練〉,1170,1110651,57561,20578,9458,floor-boss-740,未実戦検証
4対4,67,2,⚔️ 瘴翔の護衛役,1168,338192,25191,31580,3048,,未実戦検証
4対4,67,3,⚔️ 瘴翔の祈祷役,1167,85145,18308,10721,5177,,未実戦検証
4対4,67,4,⚔️ 瘴翔の妨害役,1166,379930,99027,148974,16966,,未実戦検証
4対4,68,1,⚔️ 腐母の命紡ぎ〈4VS4 第68試練〉,1173,2905838,25847,38514,6343,floor-boss-750,未実戦検証
4対4,68,2,⚔️ 腐母の護衛役,1171,179303,16388,11191,2592,,未実戦検証
4対4,68,3,⚔️ 腐母の祈祷役,1170,197942,23814,20514,6876,,未実戦検証
4対4,68,4,⚔️ 腐母の妨害役,1169,407875,40652,37517,6563,,未実戦検証
4対4,69,1,⚔️ 電鎖の封陣卿〈4VS4 第69試練〉,1176,1628067,21186,30814,9415,floor-boss-760,未実戦検証
4対4,69,2,⚔️ 電鎖の護衛役,1174,831458,34774,69804,2191,,未実戦検証
4対4,69,3,⚔️ 電鎖の祈祷役,1173,304796,35459,31679,5356,,未実戦検証
4対4,69,4,⚔️ 電鎖の妨害役,1172,199981,31838,17478,2444,,未実戦検証
4対4,70,1,⚔️ 裂極の双牙将〈4VS4 第70試練〉,1179,589464,36190,12172,8352,floor-boss-770,未実戦検証
4対4,70,2,⚔️ 裂極の護衛役,1177,714163,35968,61224,2323,,未実戦検証
4対4,70,3,⚔️ 裂極の祈祷役,1176,101879,17630,12128,5352,,未実戦検証
4対4,70,4,⚔️ 裂極の妨害役,1175,200454,32250,17835,2446,,未実戦検証
4対4,71,1,⚔️ 晶葬の葬鐘守〈4VS4 第71試練〉,1176,1202926,23691,17574,6123,floor-boss-780,未実戦検証
4対4,71,2,⚔️ 晶葬の護衛役,1174,737874,37001,63147,2742,,未実戦検証
4対4,71,3,⚔️ 晶葬の祈祷役,1173,216145,26148,22437,7407,,未実戦検証
4対4,71,4,晶葬の妨害役,1172,183240,29637,15792,2792,,未実戦検証
4対4,72,1,⚔️ 天轟の冠位竜〈4VS4 第72試練〉,1179,1552022,46569,23327,7115,floor-boss-790,未実戦検証
4対4,72,2,⚔️ 天轟の護衛役,1177,725690,43122,61963,2346,,未実戦検証
4対4,72,3,⚔️ 天轟の祈祷役,1176,244415,27865,20802,7971,,未実戦検証
4対4,72,4,天轟の妨害役,1175,183763,29712,15833,2389,,未実戦検証
4対4,73,1,⚔️ 白晶の剣王〈4VS4 第73試練〉,1182,943163,37420,17365,7672,floor-boss-810,未実戦検証
4対4,73,2,⚔️ 白晶の護衛役,1180,161353,17223,10272,2995,,未実戦検証
4対4,73,3,⚔️ 白晶の祈祷役,1179,271220,28630,28385,6657,,未実戦検証
4対4,73,4,白晶の妨害役,1178,235682,55133,21353,7928,,未実戦検証
4対4,74,1,⚔️ 翠鏡の鏡術師〈4VS4 第74試練〉,1185,852740,10392,11265,3784,floor-boss-820,未実戦検証
4対4,74,2,⚔️ 翠鏡の護衛役,1183,164934,9950,13757,1811,,未実戦検証
4対4,74,3,翠鏡の祈祷役,1182,196559,24103,20414,6129,,未実戦検証
4対4,74,4,⚔️ 翠鏡の妨害役,1181,98026,9849,9497,2706,,未実戦検証
4対4,75,1,⚔️ 白亜の城塞公〈4VS4 第75試練〉,1188,2552831,54420,51364,2704,floor-boss-830,未実戦検証
4対4,75,2,⚔️ 白亜の護衛役,1186,169365,10293,14050,1763,,未実戦検証
4対4,75,3,白亜の祈祷役,1185,191112,23438,19847,6191,,未実戦検証
4対4,75,4,⚔️ 白亜の妨害役,1184,119107,13250,9444,3554,,未実戦検証
4対4,76,1,⚔️ 瑠璃の疾風侯〈4VS4 第76試練〉,1191,1647410,83882,23456,6694,floor-boss-840,未実戦検証
4対4,76,2,⚔️ 瑠璃の護衛役,1189,507629,26699,41016,2015,,未実戦検証
4対4,76,3,⚔️ 瑠璃の祈祷役,1188,271374,27855,27737,6444,,未実戦検証
4対4,76,4,⚔️ 瑠璃の妨害役,1187,669158,116799,50587,4321,,未実戦検証
4対4,77,1,⚔️ 花苑の命紡ぎ〈4VS4 第77試練〉,1194,4662423,41896,44618,2717,floor-boss-850,未実戦検証
4対4,77,2,⚔️ 花苑の護衛役,1192,532225,28226,42636,2471,,未実戦検証
4対4,77,3,⚔️ 花苑の祈祷役,1191,238351,29562,25073,7776,,未実戦検証
4対4,77,4,⚔️ 花苑の妨害役,1190,678074,100402,51310,4184,,未実戦検証
4対4,78,1,⚔️ 風詩の封陣卿〈4VS4 第78試練〉,1197,486926,4859,5615,3273,floor-boss-860,未実戦検証
4対4,78,2,⚔️ 風詩の護衛役,1195,744596,76201,45705,4546,,未実戦検証
4対4,78,3,風詩の祈祷役,1194,222060,26013,19227,6116,,未実戦検証
4対4,78,4,⚔️ 風詩の妨害役,1193,149962,36768,13955,4375,,未実戦検証
4対4,79,1,⚔️ 双花の双牙将〈4VS4 第79試練〉,1200,1488346,78717,25085,11703,floor-boss-870,未実戦検証
4対4,79,2,⚔️ 双花の護衛役,1198,756899,77420,45164,4924,,未実戦検証
4対4,79,3,双花の祈祷役,1197,220906,30538,19131,6176,,未実戦検証
4対4,79,4,⚔️ 双花の妨害役,1196,188052,32430,17291,4353,,未実戦検証
4対4,80,1,⚔️ 星鈴の葬鐘守〈4VS4 第80試練〉,1203,973524,6889,18547,950,floor-boss-880,未実戦検証
4対4,80,2,⚔️ 星鈴の護衛役,1201,760379,78224,45116,4816,,未実戦検証
4対4,80,3,⚔️ 星鈴の祈祷役,1200,258665,37223,21827,9328,,未実戦検証
4対4,80,4,⚔️ 星鈴の妨害役,1199,154875,32718,14311,4433,,未実戦検証
4対4,81,1,⚔️ 天花の冠位竜〈4VS4 第81試練〉,1200,1079881,19974,17140,4144,floor-boss-890,未実戦検証
4対4,81,2,⚔️ 天花の護衛役,1198,820741,99277,49053,5690,,未実戦検証
4対4,81,3,⚔️ 天花の祈祷役,1197,271669,38610,24190,7286,,未実戦検証
4対4,81,4,天花の妨害役,1196,136634,34157,12617,4405,,未実戦検証
4対4,82,1,⚔️ 聖幕の剣王〈4VS4 第82試練〉,1203,4379160,105047,82082,5710,floor-boss-910,未実戦検証
4対4,82,2,⚔️ 聖幕の護衛役,1201,362967,25765,30869,2140,,未実戦検証
4対4,82,3,⚔️ 聖幕の祈祷役,1200,500752,48526,52528,3907,,未実戦検証
4対4,82,4,⚔️ 聖幕の妨害役,1199,442140,52775,41002,7628,,未実戦検証
4対4,83,1,⚔️ 星譜の鏡術師〈4VS4 第83試練〉,1206,2585135,33383,39460,5869,floor-boss-920,未実戦検証
4対4,83,2,⚔️ 星譜の護衛役,1204,351922,25407,29608,2095,,未実戦検証
4対4,83,3,⚔️ 星譜の祈祷役,1203,496427,56588,51936,3899,,未実戦検証
4対4,83,4,⚔️ 星譜の妨害役,1202,446604,53961,43150,7527,,未実戦検証
4対4,84,1,⚔️ 楽殿の城塞公〈4VS4 第84試練〉,1209,6774798,85704,73451,728,floor-boss-930,未実戦検証
4対4,84,2,⚔️ 楽殿の護衛役,1207,435184,32204,40534,3601,,未実戦検証
4対4,84,3,楽殿の祈祷役,1206,215560,26433,22382,6908,,未実戦検証
4対4,84,4,楽殿の妨害役,1205,505213,67529,47980,3429,,未実戦検証
4対4,85,1,⚔️ 光翼の疾風侯〈4VS4 第85試練〉,1212,3593557,94210,61319,4587,floor-boss-940,未実戦検証
4対4,85,2,⚔️ 光翼の護衛役,1210,365055,26000,30955,2261,,未実戦検証
4対4,85,3,光翼の祈祷役,1209,450920,44047,47157,4403,,未実戦検証
4対4,85,4,⚔️ 光翼の妨害役,1208,551180,54528,50900,7571,,未実戦検証
4対4,86,1,⚔️ 天唱の命紡ぎ〈4VS4 第86試練〉,1215,4868324,32431,62422,6884,floor-boss-950,未実戦検証
4対4,86,2,⚔️ 天唱の護衛役,1213,710837,41784,47977,4536,,未実戦検証
4対4,86,3,⚔️ 天唱の祈祷役,1212,309928,30842,32242,7253,,未実戦検証
4対4,86,4,⚔️ 天唱の妨害役,1211,452785,64079,42021,8034,,未実戦検証
4対4,87,1,⚔️ 月幕の封陣卿〈4VS4 第87試練〉,1218,2054670,25912,30499,10156,floor-boss-960,未実戦検証
4対4,87,2,月幕の護衛役,1216,1316833,47821,105756,2550,,未実戦検証
4対4,87,3,⚔️ 月幕の祈祷役,1215,255163,19869,20873,3837,,未実戦検証
4対4,87,4,⚔️ 月幕の妨害役,1214,96462,23016,8870,5450,,未実戦検証
4対4,88,1,⚔️ 双奏の双牙将〈4VS4 第88試練〉,1221,1567154,59628,23562,10371,floor-boss-970,未実戦検証
4対4,88,2,⚔️ 双奏の護衛役,1219,1320439,56996,107973,3286,,未実戦検証
4対4,88,3,⚔️ 双奏の祈祷役,1218,212441,23209,17944,3779,,未実戦検証
4対4,88,4,⚔️ 双奏の妨害役,1217,95002,17857,7888,5672,,未実戦検証
4対4,89,1,⚔️ 夜想の葬鐘守〈4VS4 第89試練〉,1224,2737790,49382,52146,5596,floor-boss-980,未実戦検証
4対4,89,2,⚔️ 夜想の護衛役,1222,1555129,59384,123874,7135,,未実戦検証
4対4,89,3,⚔️ 夜想の祈祷役,1221,216443,20409,18686,4099,,未実戦検証
4対4,89,4,⚔️ 夜想の妨害役,1220,181837,26077,18117,5444,,未実戦検証
4対4,90,1,⚔️ 終星の冠位竜〈4VS4 第90試練〉,1227,2224573,71803,31424,12413,floor-boss-990,未実戦検証
4対4,90,2,⚔️ 終星の護衛役,1225,1347035,59251,110723,3096,,未実戦検証
4対4,90,3,終星の祈祷役,1224,183647,17219,15230,3618,,未実戦検証
4対4,90,4,⚔️ 終星の妨害役,1223,98902,18581,8810,6414,,未実戦検証
手動試練,abyss_gluttony:projection50,1,⚔️ 深淵Ⅰ 暴食,999,1039042,25187,17953,750,abyss_gluttony,未実戦検証
手動試練,abyss_gluttony:projection50,2,⚔️ 眷属・1,949,5133,1015,394,1014,,未実戦検証
手動試練,abyss_gluttony:projection50,3,眷属・2,936,4861,478,395,337,,未実戦検証
手動試練,abyss_gluttony:projection50,4,⚔️ 眷属・3,923,8072,1783,708,608,,未実戦検証
手動試練,abyss_gluttony:projection100,1,⚔️ 深淵Ⅰ 暴食,4999,6174876,150583,107007,2396,abyss_gluttony,未実戦検証
手動試練,abyss_gluttony:projection100,2,眷属・1,4949,20776,4536,1380,4280,,未実戦検証
手動試練,abyss_gluttony:projection100,3,⚔️ 眷属・2,4936,33778,4963,3661,1808,,未実戦検証
手動試練,abyss_gluttony:projection100,4,⚔️ 眷属・3,4923,47179,10690,4796,2931,,未実戦検証
手動試練,abyss_gluttony:manifest50,1,⚔️ 深淵Ⅰ 暴食,9999,50910630,1233068,874714,18618,abyss_gluttony,未実戦検証
手動試練,abyss_gluttony:manifest50,2,⚔️ 眷属・1,9949,222583,43253,18743,28003,,未実戦検証
手動試練,abyss_gluttony:manifest50,3,⚔️ 眷属・2,9936,291286,29600,25067,10728,,未実戦検証
手動試練,abyss_gluttony:manifest50,4,⚔️ 眷属・3,9923,365122,80251,32574,18218,,未実戦検証
手動試練,abyss_gluttony:manifest100,1,⚔️ 深淵Ⅰ 暴食,99999,3765993300,91006035,64641449,1252529,abyss_gluttony,未実戦検証
手動試練,abyss_gluttony:manifest100,2,⚔️ 眷属・1,99949,14559280,3692448,967918,1950688,,未実戦検証
手動試練,abyss_gluttony:manifest100,3,⚔️ 眷属・2,99936,17307477,2008145,1435146,698670,,未実戦検証
手動試練,abyss_gluttony:manifest100,4,⚔️ 眷属・3,99923,31701178,4881110,2829156,1221857,,未実戦検証
手動試練,abyss_wrath:projection50,1,⚔️ 深淵Ⅱ 憤怒,999,705203,41269,15859,1433,abyss_wrath,未実戦検証
手動試練,abyss_wrath:projection50,2,眷属・1,949,9847,1543,944,212,,未実戦検証
手動試練,abyss_wrath:projection50,3,⚔️ 眷属・2,936,11284,2447,1334,310,,未実戦検証
手動試練,abyss_wrath:projection50,4,眷属・3,923,15528,1932,2237,264,,未実戦検証
手動試練,abyss_wrath:projection100,1,⚔️ 深淵Ⅱ 憤怒,4999,4193127,244376,93422,7353,abyss_wrath,未実戦検証
手動試練,abyss_wrath:projection100,2,⚔️ 眷属・1,4949,69629,13426,6827,1856,,未実戦検証
手動試練,abyss_wrath:projection100,3,⚔️ 眷属・2,4936,73080,11933,8181,4597,,未実戦検証
手動試練,abyss_wrath:projection100,4,⚔️ 眷属・3,4923,121739,17620,18791,1487,,未実戦検証
手動試練,abyss_wrath:manifest50,1,⚔️ 深淵Ⅱ 憤怒,9999,34566660,1995948,765367,50189,abyss_wrath,未実戦検証
手動試練,abyss_wrath:manifest50,2,⚔️ 眷属・1,9949,609156,113050,63661,7135,,未実戦検証
手動試練,abyss_wrath:manifest50,3,⚔️ 眷属・2,9936,541481,118682,63483,17581,,未実戦検証
手動試練,abyss_wrath:manifest50,4,⚔️ 眷属・3,9923,941367,111532,137356,6572,,未実戦検証
手動試練,abyss_wrath:manifest100,1,⚔️ 深淵Ⅱ 憤怒,99999,2555855227,147388865,56265306,3609470,abyss_wrath,未実戦検証
手動試練,abyss_wrath:manifest100,2,⚔️ 眷属・1,99949,42082175,6492353,4034065,436107,,未実戦検証
手動試練,abyss_wrath:manifest100,3,⚔️ 眷属・2,99936,35902442,6328389,3925204,956207,,未実戦検証
手動試練,abyss_wrath:manifest100,4,⚔️ 眷属・3,99923,67568510,8256757,9723728,554118,,未実戦検証
手動試練,abyss_envy:projection50,1,⚔️ 深淵Ⅲ 嫉妬,999,479902,24056,12982,2364,abyss_envy,未実戦検証
手動試練,abyss_envy:projection50,2,⚔️ 眷属・1,949,7285,1593,617,669,,未実戦検証
手動試練,abyss_envy:projection50,3,眷属・2,936,5,957,9999999,29,,未実戦検証
手動試練,abyss_envy:projection50,4,⚔️ 眷属・3,923,7426,1774,799,1008,,未実戦検証
手動試練,abyss_envy:projection100,1,⚔️ 深淵Ⅲ 嫉妬,4999,2880749,151125,82415,12594,abyss_envy,未実戦検証
手動試練,abyss_envy:projection100,2,⚔️ 眷属・1,4949,35868,7070,2531,2846,,未実戦検証
手動試練,abyss_envy:projection100,3,⚔️ 眷属・2,4936,5,8250,9999999,361,,未実戦検証
手動試練,abyss_envy:projection100,4,⚔️ 眷属・3,4923,42518,10549,5452,7766,,未実戦検証
手動試練,abyss_envy:manifest50,1,⚔️ 深淵Ⅲ 嫉妬,9999,23566365,1173534,632022,85400,abyss_envy,未実戦検証
手動試練,abyss_envy:manifest50,2,⚔️ 眷属・1,9949,283409,54307,19254,16611,,未実戦検証
手動試練,abyss_envy:manifest50,3,眷属・2,9936,5,57850,39516500,827,,未実戦検証
手動試練,abyss_envy:manifest50,4,⚔️ 眷属・3,9923,331463,80293,39773,30227,,未実戦検証
手動試練,abyss_envy:manifest100,1,⚔️ 深淵Ⅲ 嫉妬,99999,1743207468,86586153,46706120,6111157,abyss_envy,未実戦検証
手動試練,abyss_envy:manifest100,2,⚔️ 眷属・1,99949,24796721,3917741,1634018,1116382,,未実戦検証
手動試練,abyss_envy:manifest100,3,⚔️ 眷属・2,99936,5,4058404,3324822000,60208,,未実戦検証
手動試練,abyss_envy:manifest100,4,⚔️ 眷属・3,99923,28158683,5778978,3288395,2038271,,未実戦検証
手動試練,abyss_sloth:projection50,1,⚔️ 深淵Ⅳ 怠惰,999,879299,11882,33035,839,abyss_sloth,未実戦検証
手動試練,abyss_sloth:projection50,2,⚔️ 眷属・1,949,11563,1057,1389,839,,未実戦検証
手動試練,abyss_sloth:projection50,3,眷属・2,936,5772,927,379,543,,未実戦検証
手動試練,abyss_sloth:projection50,4,⚔️ 眷属・3,923,17876,2253,3163,60,,未実戦検証
手動試練,abyss_sloth:projection100,1,⚔️ 深淵Ⅳ 怠惰,4999,5217083,65210,194354,1128,abyss_sloth,未実戦検証
手動試練,abyss_sloth:projection100,2,⚔️ 眷属・1,4949,62201,8594,10211,684,,未実戦検証
手動試練,abyss_sloth:projection100,3,眷属・2,4936,29767,5740,1993,2459,,未実戦検証
手動試練,abyss_sloth:projection100,4,⚔️ 眷属・3,4923,99616,10330,15935,205,,未実戦検証
手動試練,abyss_sloth:manifest50,1,⚔️ 深淵Ⅳ 怠惰,9999,43014483,533150,1603038,8719,abyss_sloth,未実戦検証
手動試練,abyss_sloth:manifest50,2,⚔️ 眷属・1,9949,377963,24265,44910,6234,,未実戦検証
手動試練,abyss_sloth:manifest50,3,⚔️ 眷属・2,9936,315432,55631,29625,15376,,未実戦検証
手動試練,abyss_sloth:manifest50,4,⚔️ 眷属・3,9923,780034,65929,122868,2035,,未実戦検証
手動試練,abyss_sloth:manifest100,1,⚔️ 深淵Ⅳ 怠惰,99999,3181483107,38959355,118158707,505983,abyss_sloth,未実戦検証
手動試練,abyss_sloth:manifest100,2,⚔️ 眷属・1,99949,27163253,1688445,3242449,424587,,未実戦検証
手動試練,abyss_sloth:manifest100,3,眷属・2,99936,18309827,4164457,1226792,1074112,,未実戦検証
手動試練,abyss_sloth:manifest100,4,⚔️ 眷属・3,99923,69255839,4596475,10703367,121871,,未実戦検証
手動試練,abyss_greed:projection50,1,⚔️ 深淵Ⅴ 強欲,999,517923,16569,8451,1800,abyss_greed,未実戦検証
手動試練,abyss_greed:projection50,2,⚔️ 眷属・1,949,5,1456,9999999,35,,未実戦検証
手動試練,abyss_greed:projection50,3,⚔️ 眷属・2,936,10537,1529,1481,444,,未実戦検証
手動試練,abyss_greed:projection50,4,⚔️ 眷属・3,923,10281,1684,1683,431,,未実戦検証
手動試練,abyss_greed:projection100,1,⚔️ 深淵Ⅴ 強欲,4999,3103507,106477,60307,8966,abyss_greed,未実戦検証
手動試練,abyss_greed:projection100,2,⚔️ 眷属・1,4949,5,7076,9999999,200,,未実戦検証
手動試練,abyss_greed:projection100,3,⚔️ 眷属・2,4936,66144,8663,9261,2521,,未実戦検証
手動試練,abyss_greed:projection100,4,⚔️ 眷属・3,4923,59777,8782,9016,1950,,未実戦検証
手動試練,abyss_greed:manifest50,1,⚔️ 深淵Ⅴ 強欲,9999,25340503,808459,408291,68946,abyss_greed,未実戦検証
手動試練,abyss_greed:manifest50,2,⚔️ 眷属・1,9949,5,57883,50398500,821,,未実戦検証
手動試練,abyss_greed:manifest50,3,⚔️ 眷属・2,9936,477788,53455,67614,14811,,未実戦検証
手動試練,abyss_greed:manifest50,4,⚔️ 眷属・3,9923,489922,82434,73265,10712,,未実戦検証
手動試練,abyss_greed:manifest100,1,⚔️ 深淵Ⅴ 強欲,99999,1872223147,59566127,30008628,4846566,abyss_greed,未実戦検証
手動試練,abyss_greed:manifest100,2,⚔️ 眷属・1,99949,5,4074583,3940244000,60024,,未実戦検証
手動試練,abyss_greed:manifest100,3,⚔️ 眷属・2,99936,34215364,3638786,4929010,785301,,未実戦検証
手動試練,abyss_greed:manifest100,4,⚔️ 眷属・3,99923,35796079,5034431,5357350,726858,,未実戦検証
手動試練,abyss_lust:projection50,1,⚔️ 深淵Ⅵ 色欲,999,455087,10768,8775,2324,abyss_lust,未実戦検証
手動試練,abyss_lust:projection50,2,⚔️ 眷属・1,949,6470,717,430,1427,,未実戦検証
手動試練,abyss_lust:projection50,3,⚔️ 眷属・2,936,16322,2492,1984,863,,未実戦検証
手動試練,abyss_lust:projection50,4,⚔️ 眷属・3,923,13498,2587,1891,835,,未実戦検証
手動試練,abyss_lust:projection100,1,⚔️ 深淵Ⅵ 色欲,4999,2722919,71927,56155,11703,abyss_lust,未実戦検証
手動試練,abyss_lust:projection100,2,⚔️ 眷属・1,4949,38646,4637,5493,5453,,未実戦検証
手動試練,abyss_lust:projection100,3,⚔️ 眷属・2,4936,90629,21922,12939,3840,,未実戦検証
手動試練,abyss_lust:projection100,4,⚔️ 眷属・3,4923,81469,14522,11585,3565,,未実戦検証
手動試練,abyss_lust:manifest50,1,⚔️ 深淵Ⅵ 色欲,9999,22276284,496498,407668,86924,abyss_lust,未実戦検証
手動試練,abyss_lust:manifest50,2,眷属・1,9949,168302,20951,13856,23358,,未実戦検証
手動試練,abyss_lust:manifest50,3,眷属・2,9936,542835,96673,66301,21372,,未実戦検証
